Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
PEBBLE BAY,"4,860,000","2,626.42","1,850",Aug-22,TANJONG RHU ROAD,Resale,Strata,244,"19,918",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,11 to 15
PRINCIPAL GARDEN,"952,000",484.38,"1,965",Aug-22,PRINCE CHARLES CRESCENT,Resale,Strata,45,"21,156",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,21 to 25
L'VIV,"1,280,000",613.55,"2,086",Aug-22,NEWTON ROAD,Resale,Strata,57,"22,456",-,Apartment,1,Freehold,11,Core Central Region,16 to 20
H2O RESIDENCES,"950,000",753.48,"1,261",Aug-22,FERNVALE LINK,Resale,Strata,70,"13,571",-,Condominium,1,99 yrs lease commencing from 2010,28,Outside Central Region,16 to 20
THOMSON THREE,"806,666",495.14,"1,629",Aug-22,BRIGHT HILL DRIVE,Resale,Strata,46,"17,536",-,Apartment,1,99 yrs lease commencing from 2012,20,Rest of Central Region,01 to 05
ORCHID PARK CONDO,"895,000",958,934,Aug-22,YISHUN STREET 81,Resale,Strata,89,"10,056",-,Condominium,1,99 yrs lease commencing from 1991,27,Outside Central Region,01 to 05
D'LEEDON,"2,850,000","1,614.6","1,765",Aug-22,LEEDON HEIGHTS,Resale,Strata,150,"19,000",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,16 to 20
SCENIC HEIGHTS,"1,320,000",914.94,"1,443",Aug-22,BALESTIER ROAD,Resale,Strata,85,"15,529",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
WEST BAY CONDOMINIUM,"1,280,000","1,280.92",999,Aug-22,WEST COAST CRESCENT,Resale,Strata,119,"10,756",-,Condominium,1,99 yrs lease commencing from 1991,05,Outside Central Region,01 to 05
CAPE ROYALE,"3,630,400","1,679.18","2,162",Aug-22,COVE WAY,Resale,Strata,156,"23,272",-,Condominium,1,99 yrs lease commencing from 2008,04,Core Central Region,11 to 15
THE TAPESTRY,"1,125,000",699.66,"1,608",Aug-22,TAMPINES STREET 86,Resale,Strata,65,"17,308",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,11 to 15
LE QUEST,"1,915,000","1,313.21","1,458",Aug-22,BUKIT BATOK STREET 41,Resale,Strata,122,"15,697",-,Apartment,1,99 yrs lease commencing from 2016,23,Outside Central Region,11 to 15
SKYSUITES@ANSON,"1,420,000",667.37,"2,128",Aug-22,ENGGOR STREET,Resale,Strata,62,"22,903",-,Apartment,1,99 yrs lease commencing from 2008,02,Core Central Region,41 to 45
RIVER ISLES,"1,470,000","1,227.1","1,198",Aug-22,EDGEDALE PLAINS,Resale,Strata,114,"12,895",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
EASTERN LAGOON,"1,180,000",721.19,"1,636",Aug-22,UPPER EAST COAST ROAD,Resale,Strata,67,"17,612",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
THE SANTORINI,"680,000",462.85,"1,469",Aug-22,TAMPINES STREET 86,Resale,Strata,43,"15,814",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,11 to 15
SIMS URBAN OASIS,"1,788,880","1,033.34","1,731",Aug-22,SIMS DRIVE,Resale,Strata,96,"18,634",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,11 to 15
THE CENTRIS,"1,410,000","1,065.64","1,323",Aug-22,JURONG WEST CENTRAL 3,Resale,Strata,99,"14,242",-,Apartment,1,99 yrs lease commencing from 2006,22,Outside Central Region,06 to 10
NIN RESIDENCE,"1,268,000",904.18,"1,402",Aug-22,PHENG GECK AVENUE,Resale,Strata,84,"15,095",-,Apartment,1,99 yrs lease commencing from 2010,13,Rest of Central Region,01 to 05
NV RESIDENCES,"995,000",871.88,"1,141",Aug-22,PASIR RIS GROVE,Resale,Strata,81,"12,284",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
MONTROSA,"1,500,000","1,205.57","1,244",Aug-22,HILLVIEW AVENUE,Resale,Strata,112,"13,393",-,Condominium,1,999 yrs lease commencing from 1885,23,Outside Central Region,01 to 05
ONE SHENTON,"1,100,000",581.26,"1,892",Aug-22,SHENTON WAY,Resale,Strata,54,"20,370",-,Apartment,1,99 yrs lease commencing from 2005,01,Core Central Region,11 to 15
DRAYCOTT EIGHT,"6,500,000","2,863.22","2,270",Aug-22,DRAYCOTT PARK,Resale,Strata,266,"24,436",-,Condominium,1,99 yrs lease commencing from 1997,10,Core Central Region,06 to 10
THE ALPS RESIDENCES,"693,000",462.85,"1,497",Aug-22,TAMPINES STREET 86,Resale,Strata,43,"16,116",-,Condominium,1,99 yrs lease commencing from 2015,18,Outside Central Region,01 to 05
THE PALETTE,"1,630,000","1,399.32","1,165",Aug-22,PASIR RIS GROVE,Resale,Strata,130,"12,538",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
BULLION PARK,"2,180,000","1,657.66","1,315",Aug-22,LENTOR LOOP,Resale,Strata,154,"14,156",-,Condominium,1,Freehold,26,Outside Central Region,11 to 15
RIVEREDGE,"1,600,000",979.52,"1,633",Aug-22,SAMPAN PLACE,Resale,Strata,91,"17,582",-,Condominium,1,99 yrs lease commencing from 2004,15,Rest of Central Region,06 to 10
RIO VISTA,"1,038,000","1,054.87",984,Aug-22,UPPER SERANGOON VIEW,Resale,Strata,98,"10,592",-,Condominium,1,99 yrs lease commencing from 2001,19,Outside Central Region,11 to 15
ECO,"980,000",688.9,"1,423",Aug-22,BEDOK SOUTH AVENUE 3,Resale,Strata,64,"15,313",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,01 to 05
ALEX RESIDENCES,"1,910,000",882.65,"2,164",Aug-22,ALEXANDRA VIEW,Resale,Strata,82,"23,293",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,36 to 40
QUEENS PEAK,"980,000",495.14,"1,979",Aug-22,DUNDEE ROAD,Resale,Strata,46,"21,304",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,11 to 15
LOFT @ NATHAN,"858,000",462.85,"1,854",Aug-22,NATHAN ROAD,Resale,Strata,43,"19,953",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
KATONG APARTMENTS,"1,938,888","1,410.08","1,375",Aug-22,MANGIS ROAD,Resale,Strata,131,"14,801",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
PARC MACKENZIE,"2,100,000","1,334.74","1,573",Aug-22,MACKENZIE ROAD,Resale,Strata,124,"16,935",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
MONTEBLEU,"1,500,000",807.3,"1,858",Aug-22,MINBU ROAD,Resale,Strata,75,"20,000",-,Condominium,1,Freehold,11,Core Central Region,21 to 25
BEDOK COURT,"2,330,000","2,411.14",966,Aug-22,BEDOK SOUTH AVENUE 3,Resale,Strata,224,"10,402",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,11 to 15
TOMLINSON HEIGHTS,"23,000,000","4,951.44","4,645",Aug-22,TOMLINSON ROAD,Resale,Strata,460,"50,000",-,Condominium,1,Freehold,10,Core Central Region,36 to 40
PARC PALAIS,"1,950,000","1,270.15","1,535",Aug-22,HUME AVENUE,Resale,Strata,118,"16,525",-,Condominium,1,Freehold,21,Outside Central Region,06 to 10
COSTA DEL SOL,"2,300,000","1,345.5","1,709",Aug-22,BAYSHORE ROAD,Resale,Strata,125,"18,400",-,Condominium,1,99 yrs lease commencing from 1997,16,Outside Central Region,26 to 30
CASHEW HEIGHTS CONDOMINIUM,"2,332,888","1,646.89","1,417",Aug-22,CASHEW ROAD,Resale,Strata,153,"15,248",-,Condominium,1,999 yrs lease commencing from 1882,23,Outside Central Region,06 to 10
STRATUM,"595,000",430.56,"1,382",Aug-22,ELIAS ROAD,Resale,Strata,40,"14,875",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
RIPPLE BAY,"1,420,000","1,087.16","1,306",Aug-22,PASIR RIS LINK,Resale,Strata,101,"14,059",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10
THE OCEANFRONT @ SENTOSA COVE,"3,170,000","1,711.48","1,852",Aug-22,OCEAN DRIVE,Resale,Strata,159,"19,937",-,Condominium,1,99 yrs lease commencing from 2005,04,Core Central Region,06 to 10
EVANIA,"1,300,000",990.29,"1,313",Aug-22,UPPER PAYA LEBAR ROAD,Resale,Strata,92,"14,130",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
HIGHLINE RESIDENCES,"1,095,000",505.91,"2,164",Aug-22,KIM TIAN ROAD,Resale,Strata,47,"23,298",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,01 to 05
STARS OF KOVAN,"855,000",505.91,"1,690",Aug-22,UPPER SERANGOON ROAD,Resale,Strata,47,"18,191",-,Apartment,1,99 yrs lease commencing from 2015,19,Outside Central Region,11 to 15
ONE JERVOIS,"2,180,000",990.29,"2,201",Aug-22,JERVOIS CLOSE,Resale,Strata,92,"23,696",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
WALLICH RESIDENCE,"5,300,000","1,711.48","3,097",Aug-22,WALLICH STREET,Resale,Strata,159,"33,333",-,Apartment,1,99 yrs lease commencing from 2011,02,Core Central Region,41 to 45
PARC RIVIERA,"1,460,000",990.29,"1,474",Aug-22,WEST COAST VALE,Resale,Strata,92,"15,870",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,16 to 20
THE BENTLY RESIDENCES@KOVAN,"1,780,000","1,453.14","1,225",Aug-22,KOVAN ROAD,Resale,Strata,135,"13,185",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
PARC OASIS,"1,160,000","1,076.4","1,078",Aug-22,JURONG EAST AVENUE 1,Resale,Strata,100,"11,600",-,Condominium,1,99 yrs lease commencing from 1991,22,Outside Central Region,11 to 15
368 THOMSON,"2,500,000","1,302.44","1,919",Aug-22,THOMSON ROAD,Resale,Strata,121,"20,661",-,Condominium,1,Freehold,11,Core Central Region,31 to 35
CANBERRA RESIDENCES,"1,550,000","1,528.49","1,014",Aug-22,CANBERRA DRIVE,Resale,Strata,142,"10,915",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,01 to 05
BALLOTA PARK CONDOMINIUM,"1,420,000","1,431.61",992,Aug-22,MARIAM WAY,Resale,Strata,133,"10,677",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
HEDGES PARK CONDOMINIUM,"1,100,000","1,076.4","1,022",Aug-22,FLORA DRIVE,Resale,Strata,100,"11,000",-,Condominium,1,99 yrs lease commencing from 2010,17,Outside Central Region,01 to 05
BARTLEY RIDGE,"1,630,000",968.76,"1,683",Aug-22,MOUNT VERNON ROAD,Resale,Strata,90,"18,111",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,11 to 15
VILLA DE WEST,"1,468,000","1,345.5","1,091",Aug-22,PASIR PANJANG ROAD,Resale,Strata,125,"11,744",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
SPOTTISWOODE PARK,"900,000",850.36,"1,058",Aug-22,SPOTTISWOODE PARK ROAD,Resale,Strata,79,"11,392",-,Apartment,1,99 yrs lease commencing from 1973,02,Rest of Central Region,06 to 10
ESPIRA SPRING,"1,250,000",882.65,"1,416",Aug-22,LORONG G TELOK KURAU,Resale,Strata,82,"15,244",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
8 RODYK,"2,508,800","1,205.57","2,081",Aug-22,RODYK STREET,Resale,Strata,112,"22,400",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
EIGHT COURTYARDS,"1,300,000","1,140.98","1,139",Aug-22,CANBERRA DRIVE,Resale,Strata,106,"12,264",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,01 to 05
THE CLIFT,"1,400,000",828.83,"1,689",Aug-22,MCCALLUM STREET,Resale,Strata,77,"18,182",-,Apartment,1,99 yrs lease commencing from 2004,01,Core Central Region,36 to 40
MUTIARA CREST,"2,600,000","1,334.74","1,948",Aug-22,JALAN MUTIARA,Resale,Strata,124,"20,968",-,Apartment,1,Freehold,10,Core Central Region,11 to 15
RIVER ISLES,"1,300,000","1,151.75","1,129",Aug-22,EDGEDALE PLAINS,Resale,Strata,107,"12,150",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
EMERALD GARDEN,"2,130,000","1,033.34","2,061",Aug-22,CLUB STREET,Resale,Strata,96,"22,188",-,Condominium,1,999 yrs lease commencing from 1827,01,Rest of Central Region,01 to 05
FOUR SEASONS PARK,"7,050,000","2,260.44","3,119",Aug-22,CUSCADEN WALK,Resale,Strata,210,"33,571",-,Condominium,1,Freehold,10,Core Central Region,11 to 15
DUNMAN VIEW,"1,610,000","1,216.33","1,324",Aug-22,HAIG ROAD,Resale,Strata,113,"14,248",-,Condominium,1,99 yrs lease commencing from 1997,15,Rest of Central Region,01 to 05
COCO PALMS,"950,000",753.48,"1,261",Aug-22,PASIR RIS GROVE,Resale,Strata,70,"13,571",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
MAYSPRINGS,"900,000",914.94,984,Aug-22,PETIR ROAD,Resale,Strata,85,"10,588",-,Apartment,1,99 yrs lease commencing from 1994,23,Outside Central Region,16 to 20
THE TESSARINA,"6,060,000","3,670.52","1,651",Aug-22,WILBY ROAD,Resale,Strata,341,"17,771",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
BOTANIQUE AT BARTLEY,"1,168,000",656.6,"1,779",Aug-22,UPPER PAYA LEBAR ROAD,Resale,Strata,61,"19,148",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,16 to 20
ISUITES @ PALM,"875,000",635.08,"1,378",Aug-22,GLASGOW ROAD,Resale,Strata,59,"14,831",-,Apartment,1,999 yrs lease commencing from 1878,19,Outside Central Region,01 to 05
ALEX RESIDENCES,"1,260,000",656.6,"1,919",Aug-22,ALEXANDRA VIEW,Resale,Strata,61,"20,656",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,06 to 10
A TREASURE TROVE,"1,028,000",775.01,"1,326",Aug-22,PUNGGOL WALK,Resale,Strata,72,"14,278",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
A TREASURE TROVE,"1,380,000","1,044.11","1,322",Aug-22,PUNGGOL WALK,Resale,Strata,97,"14,227",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
VUE 8 RESIDENCE,"900,000",818.06,"1,100",Aug-22,PASIR RIS HEIGHTS,Resale,Strata,76,"11,842",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
EIGHT RIVERSUITES,"2,200,000","1,356.26","1,622",Aug-22,WHAMPOA EAST,Resale,Strata,126,"17,460",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,21 to 25
HILLTOP GROVE,"972,000","1,011.82",961,Aug-22,HILLVIEW AVENUE,Resale,Strata,94,"10,340",-,Condominium,1,99 yrs lease commencing from 1996,23,Outside Central Region,01 to 05
THE COAST AT SENTOSA COVE,"4,060,000","2,335.79","1,738",Aug-22,OCEAN DRIVE,Resale,Strata,217,"18,710",-,Condominium,1,99 yrs lease commencing from 2006,04,Core Central Region,01 to 05
THE LAKESHORE,"1,060,000",861.12,"1,231",Aug-22,JURONG WEST STREET 41,Resale,Strata,80,"13,250",-,Condominium,1,99 yrs lease commencing from 2002,22,Outside Central Region,06 to 10
THE TREVOSE,"2,660,000","1,733","1,535",Aug-22,TREVOSE CRESCENT,Resale,Strata,161,"16,522",-,Condominium,1,99 yrs lease commencing from 1996,11,Core Central Region,01 to 05
THE GALE,"1,020,000",936.47,"1,089",Aug-22,FLORA ROAD,Resale,Strata,87,"11,724",-,Condominium,1,Freehold,17,Outside Central Region,06 to 10
CANNE LODGE,"1,220,000",818.06,"1,491",Aug-22,LORONG 3 GEYLANG,Resale,Strata,76,"16,053",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
WATERFALL GARDENS,"3,688,800","1,829.88","2,016",Aug-22,FARRER ROAD,Resale,Strata,170,"21,699",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
PARC CENTROS,"738,000",473.62,"1,558",Aug-22,PUNGGOL CENTRAL,Resale,Strata,44,"16,773",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
PRINCIPAL GARDEN,"1,450,000",764.24,"1,897",Aug-22,PRINCE CHARLES CRESCENT,Resale,Strata,71,"20,423",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,01 to 05
NASSIM JADE,"9,500,000","3,466.01","2,741",Aug-22,NASSIM ROAD,Resale,Strata,322,"29,503",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
WATERVIEW,"1,400,000","1,345.5","1,041",Aug-22,TAMPINES AVENUE 1,Resale,Strata,125,"11,200",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
INTERNATIONAL PLAZA,"1,958,000","1,603.84","1,221",Aug-22,ANSON ROAD,Resale,Strata,149,"13,141",-,Apartment,1,99 yrs lease commencing from 1970,02,Core Central Region,46 to 50
TERRASSE,"1,198,888",958,"1,251",Aug-22,TERRASSE LANE,Resale,Strata,89,"13,471",-,Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
BARTLEY RIDGE,"1,195,000",721.19,"1,657",Aug-22,MOUNT VERNON ROAD,Resale,Strata,67,"17,836",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,11 to 15
# 1 SUITES,"680,000",602.78,"1,128",Aug-22,LORONG 20 GEYLANG,Resale,Strata,56,"12,143",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
IVORY HEIGHTS,"1,720,000","1,668.42","1,031",Aug-22,JURONG EAST STREET 13,Resale,Strata,155,"11,097",-,Condominium,1,100 yrs lease commencing from 1986,22,Outside Central Region,01 to 05
H2O RESIDENCES,"950,000",753.48,"1,261",Aug-22,FERNVALE LINK,Resale,Strata,70,"13,571",-,Condominium,1,99 yrs lease commencing from 2010,28,Outside Central Region,11 to 15
TANGLIN RESIDENCES,"9,800,000","5,048.32","1,941",Aug-22,ST. MARTIN'S DRIVE,Resale,Strata,469,"20,896",-,Condominium,1,Freehold,10,Core Central Region,-
CASA MERAH,"1,180,000",979.52,"1,205",Aug-22,TANAH MERAH KECHIL AVENUE,Resale,Strata,91,"12,967",-,Apartment,1,99 yrs lease commencing from 2006,16,Outside Central Region,01 to 05
LOYANG VALLEY,"1,630,000","1,862.17",875,Aug-22,LOYANG AVENUE,Resale,Strata,173,"9,422",-,Condominium,1,99 yrs lease commencing from 1982,17,Outside Central Region,01 to 05
REGENT GROVE,"865,000",925.7,934,Aug-22,CHOA CHU KANG NORTH 7,Resale,Strata,86,"10,058",-,Condominium,1,99 yrs lease commencing from 1997,23,Outside Central Region,11 to 15
COTE D'AZUR,"1,380,000",839.59,"1,644",Aug-22,MARINE PARADE ROAD,Resale,Strata,78,"17,692",-,Condominium,1,99 yrs lease commencing from 2001,15,Rest of Central Region,01 to 05
PATERSON SUITES,"5,800,000","2,228.15","2,603",Aug-22,PATERSON ROAD,Resale,Strata,207,"28,019",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
THE PIER AT ROBERTSON,"2,405,000","1,044.11","2,303",Aug-22,MOHAMED SULTAN ROAD,Resale,Strata,97,"24,794",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
PARC RIVIERA,"1,030,000",710.42,"1,450",Aug-22,WEST COAST VALE,Resale,Strata,66,"15,606",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,11 to 15
THE COTZ,"578,000",409.03,"1,413",Aug-22,TELOK KURAU ROAD,Resale,Strata,38,"15,211",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
SUMMER VIEW,"1,350,000","1,496.2",902,Aug-22,LORONG 12 GEYLANG,Resale,Strata,139,"9,712",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
THE SCALA,"1,450,000",904.18,"1,604",Aug-22,SERANGOON AVENUE 3,Resale,Strata,84,"17,262",-,Apartment,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
HILLVIEW PARK,"1,300,000",807.3,"1,610",Aug-22,HILLVIEW AVENUE,Resale,Strata,75,"17,333",-,Condominium,1,Freehold,23,Outside Central Region,06 to 10
REFLECTIONS AT KEPPEL BAY,"12,200,000","6,835.14","1,785",Aug-22,KEPPEL BAY VIEW,Resale,Strata,635,"19,213",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,06 to 10
HILLSTA,"711,000",570.49,"1,246",Aug-22,PHOENIX ROAD,Resale,Strata,53,"13,415",-,Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,06 to 10
LA BRISA,"1,258,000",958,"1,313",Aug-22,LORONG 28 GEYLANG,Resale,Strata,89,"14,135",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
THE PANORAMA,"1,400,000",699.66,"2,001",Aug-22,ANG MO KIO AVENUE 2,Resale,Strata,65,"21,538",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,06 to 10
THE INSPIRA,"2,300,000",936.47,"2,456",Aug-22,ARNASALAM CHETTY ROAD,Resale,Strata,87,"26,437",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
IVORY HEIGHTS,"1,670,000","1,668.42","1,001",Aug-22,JURONG EAST STREET 13,Resale,Strata,155,"10,774",-,Condominium,1,100 yrs lease commencing from 1986,22,Outside Central Region,06 to 10
THE SUNNYDALE,"1,600,000","1,367.03","1,170",Aug-22,SERANGOON AVENUE 3,Resale,Strata,127,"12,598",-,Condominium,1,99 yrs lease commencing from 1997,19,Outside Central Region,01 to 05
GOODWOOD RESIDENCE,"7,380,000","2,604.89","2,833",Aug-22,BUKIT TIMAH ROAD,Resale,Strata,242,"30,496",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
HILLVIEW HEIGHTS,"1,958,000","1,270.15","1,542",Aug-22,HILLVIEW AVENUE,Resale,Strata,118,"16,593",-,Condominium,1,Freehold,23,Outside Central Region,06 to 10
THE SANTORINI,"1,000,000",904.18,"1,106",Aug-22,TAMPINES STREET 86,Resale,Strata,84,"11,905",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,01 to 05
THE SEA VIEW,"2,750,000","1,216.33","2,261",Aug-22,AMBER ROAD,Resale,Strata,113,"24,336",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
SAVANNAH CONDOPARK,"1,290,000","1,237.86","1,042",Aug-22,SIMEI RISE,Resale,Strata,115,"11,217",-,Condominium,1,99 yrs lease commencing from 2000,18,Outside Central Region,01 to 05
THE CHUAN,"3,100,000","1,657.66","1,870",Aug-22,LORONG CHUAN,Resale,Strata,154,"20,130",-,Condominium,1,999 yrs lease commencing from 1877,19,Outside Central Region,06 to 10
EVERGREEN PARK,"1,028,000","1,248.62",823,Aug-22,HOUGANG AVENUE 7,Resale,Strata,116,"8,862",-,Apartment,1,99 yrs lease commencing from 1995,19,Outside Central Region,01 to 05
SENNETT RESIDENCE,"920,000",581.26,"1,583",Aug-22,PHENG GECK AVENUE,Resale,Strata,54,"17,037",-,Condominium,1,99 yrs lease commencing from 2011,13,Rest of Central Region,06 to 10
THE LAURELS,"2,580,000","1,001.05","2,577",Aug-22,CAIRNHILL ROAD,Resale,Strata,93,"27,742",-,Condominium,1,Freehold,09,Core Central Region,06 to 10
DUCHESS CREST,"3,450,000","2,088.22","1,652",Aug-22,DUCHESS AVENUE,Resale,Strata,194,"17,784",-,Condominium,1,99 yrs lease commencing from 1995,10,Core Central Region,01 to 05
SEASCAPE,"4,280,000","2,163.56","1,978",Aug-22,COVE WAY,Resale,Strata,201,"21,294",-,Condominium,1,99 yrs lease commencing from 2007,04,Core Central Region,06 to 10
FLORIDIAN,"3,590,000","1,657.66","2,166",Aug-22,BUKIT TIMAH ROAD,Resale,Strata,154,"23,312",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
COCO PALMS,"1,810,000","1,388.56","1,304",Aug-22,PASIR RIS GROVE,Resale,Strata,129,"14,031",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
CLEMENTI PARK,"1,370,000","1,184.04","1,157",Aug-22,SUNSET WAY,Resale,Strata,110,"12,455",-,Condominium,1,Freehold,21,Outside Central Region,01 to 05
